,Country,Date,Confirmed,Deaths,Recovered,Active
5635,Bulgaria,2020-02-21,0,0,0,0
5636,Burkina Faso,2020-02-21,0,0,0,0
5637,Burma,2020-02-21,0,0,0,0
5638,Burundi,2020-02-21,0,0,0,0
5639,Cabo Verde,2020-02-21,0,0,0,0
5640,Cambodia,2020-02-21,1,0,1,0
5641,Cameroon,2020-02-21,0,0,0,0
5642,Canada,2020-02-21,9,0,0,9
5643,Central African Republic,2020-02-21,0,0,0,0
5644,Chad,2020-02-21,0,0,0,0
5645,Chile,2020-02-21,0,0,0,0
5646,China,2020-02-21,75550,2238,17784,55528
5647,Colombia,2020-02-21,0,0,0,0
5648,Comoros,2020-02-21,0,0,0,0
5649,Congo (Brazzaville),2020-02-21,0,0,0,0
5650,Congo (Kinshasa),2020-02-21,0,0,0,0
5651,Costa Rica,2020-02-21,0,0,0,0
5652,Cote d'Ivoire,2020-02-21,0,0,0,0
5653,Croatia,2020-02-21,0,0,0,0
5654,Cuba,2020-02-21,0,0,0,0
5655,Cyprus,2020-02-21,0,0,0,0
5656,Czechia,2020-02-21,0,0,0,0
5657,Denmark,2020-02-21,0,0,0,0
5658,Djibouti,2020-02-21,0,0,0,0
5659,Dominica,2020-02-21,0,0,0,0
5660,Dominican Republic,2020-02-21,0,0,0,0
5661,Ecuador,2020-02-21,0,0,0,0
5662,Egypt,2020-02-21,1,0,0,1
5663,El Salvador,2020-02-21,0,0,0,0
5664,Equatorial Guinea,2020-02-21,0,0,0,0
5665,Eritrea,2020-02-21,0,0,0,0
5666,Estonia,2020-02-21,0,0,0,0
5667,Eswatini,2020-02-21,0,0,0,0
5668,Ethiopia,2020-02-21,0,0,0,0
5669,Fiji,2020-02-21,0,0,0,0
5670,Finland,2020-02-21,1,0,1,0
5671,France,2020-02-21,12,1,4,7
5672,Gabon,2020-02-21,0,0,0,0
5673,Gambia,2020-02-21,0,0,0,0
5674,Georgia,2020-02-21,0,0,0,0
5675,Germany,2020-02-21,16,0,14,2
5676,Ghana,2020-02-21,0,0,0,0
5677,Greece,2020-02-21,0,0,0,0
5678,Greenland,2020-02-21,0,0,0,0
5679,Grenada,2020-02-21,0,0,0,0
5680,Guatemala,2020-02-21,0,0,0,0
5681,Guinea,2020-02-21,0,0,0,0
5682,Guinea-Bissau,2020-02-21,0,0,0,0
5683,Guyana,2020-02-21,0,0,0,0
5684,Haiti,2020-02-21,0,0,0,0
5685,Holy See,2020-02-21,0,0,0,0
5686,Honduras,2020-02-21,0,0,0,0
5687,Hungary,2020-02-21,0,0,0,0
5688,Iceland,2020-02-21,0,0,0,0
5689,India,2020-02-21,3,0,3,0
5690,Indonesia,2020-02-21,0,0,0,0
5691,Iran,2020-02-21,18,4,0,14
5692,Iraq,2020-02-21,0,0,0,0
5693,Ireland,2020-02-21,0,0,0,0
5694,Israel,2020-02-21,1,0,0,1
5695,Italy,2020-02-21,20,1,0,19
5696,Jamaica,2020-02-21,0,0,0,0
5697,Japan,2020-02-21,112,2,22,88
5698,Jordan,2020-02-21,0,0,0,0
5699,Kazakhstan,2020-02-21,0,0,0,0
5700,Kenya,2020-02-21,0,0,0,0
5701,Kosovo,2020-02-21,0,0,0,0
5702,Kuwait,2020-02-21,0,0,0,0
5703,Kyrgyzstan,2020-02-21,0,0,0,0
5704,Laos,2020-02-21,0,0,0,0
5705,Latvia,2020-02-21,0,0,0,0
5706,Lebanon,2020-02-21,1,0,0,1
5707,Lesotho,2020-02-21,0,0,0,0
5708,Liberia,2020-02-21,0,0,0,0
5709,Libya,2020-02-21,0,0,0,0
5710,Liechtenstein,2020-02-21,0,0,0,0
5711,Lithuania,2020-02-21,0,0,0,0
5712,Luxembourg,2020-02-21,0,0,0,0
5713,Madagascar,2020-02-21,0,0,0,0
5714,Malawi,2020-02-21,0,0,0,0
5715,Malaysia,2020-02-21,22,0,15,7
5716,Maldives,2020-02-21,0,0,0,0
5717,Mali,2020-02-21,0,0,0,0
5718,Malta,2020-02-21,0,0,0,0
5719,Mauritania,2020-02-21,0,0,0,0
5720,Mauritius,2020-02-21,0,0,0,0
5721,Mexico,2020-02-21,0,0,0,0
5722,Moldova,2020-02-21,0,0,0,0
5723,Monaco,2020-02-21,0,0,0,0
5724,Mongolia,2020-02-21,0,0,0,0
5725,Montenegro,2020-02-21,0,0,0,0
5726,Morocco,2020-02-21,0,0,0,0
5727,Mozambique,2020-02-21,0,0,0,0
5728,Namibia,2020-02-21,0,0,0,0
5729,Nepal,2020-02-21,1,0,1,0
5730,Netherlands,2020-02-21,0,0,0,0
5731,New Zealand,2020-02-21,0,0,0,0
5732,Nicaragua,2020-02-21,0,0,0,0
5733,Niger,2020-02-21,0,0,0,0
5734,Nigeria,2020-02-21,0,0,0,0
5735,North Macedonia,2020-02-21,0,0,0,0
5736,Norway,2020-02-21,0,0,0,0
5737,Oman,2020-02-21,0,0,0,0
5738,Pakistan,2020-02-21,0,0,0,0
5739,Panama,2020-02-21,0,0,0,0
5740,Papua New Guinea,2020-02-21,0,0,0,0
5741,Paraguay,2020-02-21,0,0,0,0
5742,Peru,2020-02-21,0,0,0,0
5743,Philippines,2020-02-21,3,1,1,1
5744,Poland,2020-02-21,0,0,0,0
5745,Portugal,2020-02-21,0,0,0,0
5746,Qatar,2020-02-21,0,0,0,0
5747,Romania,2020-02-21,0,0,0,0
5748,Russia,2020-02-21,2,0,2,0
5749,Rwanda,2020-02-21,0,0,0,0
5750,Saint Kitts and Nevis,2020-02-21,0,0,0,0
5751,Saint Lucia,2020-02-21,0,0,0,0
5752,Saint Vincent and the Grenadines,2020-02-21,0,0,0,0
5753,San Marino,2020-02-21,0,0,0,0
5754,Sao Tome and Principe,2020-02-21,0,0,0,0
5755,Saudi Arabia,2020-02-21,0,0,0,0
5756,Senegal,2020-02-21,0,0,0,0
5757,Serbia,2020-02-21,0,0,0,0
5758,Seychelles,2020-02-21,0,0,0,0
5759,Sierra Leone,2020-02-21,0,0,0,0
5760,Singapore,2020-02-21,85,0,37,48
5761,Slovakia,2020-02-21,0,0,0,0
5762,Slovenia,2020-02-21,0,0,0,0
5763,Somalia,2020-02-21,0,0,0,0
5764,South Africa,2020-02-21,0,0,0,0
5765,South Korea,2020-02-21,204,2,16,186
5766,South Sudan,2020-02-21,0,0,0,0
5767,Spain,2020-02-21,2,0,2,0
5768,Sri Lanka,2020-02-21,1,0,1,0
5769,Sudan,2020-02-21,0,0,0,0
5770,Suriname,2020-02-21,0,0,0,0
5771,Sweden,2020-02-21,1,0,0,1
5772,Switzerland,2020-02-21,0,0,0,0
5773,Syria,2020-02-21,0,0,0,0
5774,Taiwan*,2020-02-21,26,1,2,23
5775,Tajikistan,2020-02-21,0,0,0,0
5776,Tanzania,2020-02-21,0,0,0,0
5777,Thailand,2020-02-21,35,0,17,18
5778,Timor-Leste,2020-02-21,0,0,0,0
5779,Togo,2020-02-21,0,0,0,0
5780,Trinidad and Tobago,2020-02-21,0,0,0,0
5781,Tunisia,2020-02-21,0,0,0,0
5782,Turkey,2020-02-21,0,0,0,0
5783,US,2020-02-21,15,0,5,10
5784,Uganda,2020-02-21,0,0,0,0
5785,Ukraine,2020-02-21,0,0,0,0
5786,United Arab Emirates,2020-02-21,9,0,4,5
5787,United Kingdom,2020-02-21,23,0,8,15
5788,Uruguay,2020-02-21,0,0,0,0
5789,Uzbekistan,2020-02-21,0,0,0,0
5790,Venezuela,2020-02-21,0,0,0,0
5791,Vietnam,2020-02-21,16,0,14,2
5792,West Bank and Gaza,2020-02-21,0,0,0,0
5793,Western Sahara,2020-02-21,0,0,0,0
5794,Yemen,2020-02-21,0,0,0,0
5795,Zambia,2020-02-21,0,0,0,0
5796,Zimbabwe,2020-02-21,0,0,0,0
5797,Afghanistan,2020-02-22,0,0,0,0
5798,Albania,2020-02-22,0,0,0,0
5799,Algeria,2020-02-22,0,0,0,0
5800,Andorra,2020-02-22,0,0,0,0
5801,Angola,2020-02-22,0,0,0,0
5802,Antigua and Barbuda,2020-02-22,0,0,0,0
5803,Argentina,2020-02-22,0,0,0,0
5804,Armenia,2020-02-22,0,0,0,0
5805,Australia,2020-02-22,15,0,11,4
5806,Austria,2020-02-22,0,0,0,0
5807,Azerbaijan,2020-02-22,0,0,0,0
5808,Bahamas,2020-02-22,0,0,0,0
5809,Bahrain,2020-02-22,0,0,0,0
5810,Bangladesh,2020-02-22,0,0,0,0
5811,Barbados,2020-02-22,0,0,0,0
5812,Belarus,2020-02-22,0,0,0,0
5813,Belgium,2020-02-22,1,0,1,0
5814,Belize,2020-02-22,0,0,0,0
5815,Benin,2020-02-22,0,0,0,0
5816,Bhutan,2020-02-22,0,0,0,0
5817,Bolivia,2020-02-22,0,0,0,0
5818,Bosnia and Herzegovina,2020-02-22,0,0,0,0
5819,Botswana,2020-02-22,0,0,0,0
5820,Brazil,2020-02-22,0,0,0,0
5821,Brunei,2020-02-22,0,0,0,0
5822,Bulgaria,2020-02-22,0,0,0,0
5823,Burkina Faso,2020-02-22,0,0,0,0
5824,Burma,2020-02-22,0,0,0,0
5825,Burundi,2020-02-22,0,0,0,0
5826,Cabo Verde,2020-02-22,0,0,0,0
5827,Cambodia,2020-02-22,1,0,1,0
5828,Cameroon,2020-02-22,0,0,0,0
5829,Canada,2020-02-22,9,0,0,9
5830,Central African Republic,2020-02-22,0,0,0,0
5831,Chad,2020-02-22,0,0,0,0
5832,Chile,2020-02-22,0,0,0,0
5833,China,2020-02-22,77001,2443,21666,52892
5834,Colombia,2020-02-22,0,0,0,0
5835,Comoros,2020-02-22,0,0,0,0
5836,Congo (Brazzaville),2020-02-22,0,0,0,0
5837,Congo (Kinshasa),2020-02-22,0,0,0,0
5838,Costa Rica,2020-02-22,0,0,0,0
5839,Cote d'Ivoire,2020-02-22,0,0,0,0
5840,Croatia,2020-02-22,0,0,0,0
5841,Cuba,2020-02-22,0,0,0,0
5842,Cyprus,2020-02-22,0,0,0,0
5843,Czechia,2020-02-22,0,0,0,0
5844,Denmark,2020-02-22,0,0,0,0
5845,Djibouti,2020-02-22,0,0,0,0
5846,Dominica,2020-02-22,0,0,0,0
5847,Dominican Republic,2020-02-22,0,0,0,0
5848,Ecuador,2020-02-22,0,0,0,0
5849,Egypt,2020-02-22,1,0,0,1
5850,El Salvador,2020-02-22,0,0,0,0
5851,Equatorial Guinea,2020-02-22,0,0,0,0
5852,Eritrea,2020-02-22,0,0,0,0
5853,Estonia,2020-02-22,0,0,0,0
5854,Eswatini,2020-02-22,0,0,0,0
5855,Ethiopia,2020-02-22,0,0,0,0
5856,Fiji,2020-02-22,0,0,0,0
5857,Finland,2020-02-22,1,0,1,0
5858,France,2020-02-22,12,1,4,7
5859,Gabon,2020-02-22,0,0,0,0
5860,Gambia,2020-02-22,0,0,0,0
5861,Georgia,2020-02-22,0,0,0,0
5862,Germany,2020-02-22,16,0,14,2
5863,Ghana,2020-02-22,0,0,0,0
5864,Greece,2020-02-22,0,0,0,0
5865,Greenland,2020-02-22,0,0,0,0
5866,Grenada,2020-02-22,0,0,0,0
5867,Guatemala,2020-02-22,0,0,0,0
5868,Guinea,2020-02-22,0,0,0,0
5869,Guinea-Bissau,2020-02-22,0,0,0,0
5870,Guyana,2020-02-22,0,0,0,0
5871,Haiti,2020-02-22,0,0,0,0
5872,Holy See,2020-02-22,0,0,0,0
5873,Honduras,2020-02-22,0,0,0,0
5874,Hungary,2020-02-22,0,0,0,0
5875,Iceland,2020-02-22,0,0,0,0
5876,India,2020-02-22,3,0,3,0
5877,Indonesia,2020-02-22,0,0,0,0
5878,Iran,2020-02-22,28,5,0,23
5879,Iraq,2020-02-22,0,0,0,0
5880,Ireland,2020-02-22,0,0,0,0
5881,Israel,2020-02-22,1,0,0,1
5882,Italy,2020-02-22,62,2,1,59
5883,Jamaica,2020-02-22,0,0,0,0
5884,Japan,2020-02-22,137,2,22,113
5885,Jordan,2020-02-22,0,0,0,0
5886,Kazakhstan,2020-02-22,0,0,0,0
5887,Kenya,2020-02-22,0,0,0,0
5888,Kosovo,2020-02-22,0,0,0,0
5889,Kuwait,2020-02-22,0,0,0,0
5890,Kyrgyzstan,2020-02-22,0,0,0,0
5891,Laos,2020-02-22,0,0,0,0
5892,Latvia,2020-02-22,0,0,0,0
5893,Lebanon,2020-02-22,1,0,0,1
5894,Lesotho,2020-02-22,0,0,0,0
5895,Liberia,2020-02-22,0,0,0,0
5896,Libya,2020-02-22,0,0,0,0
5897,Liechtenstein,2020-02-22,0,0,0,0
5898,Lithuania,2020-02-22,0,0,0,0
5899,Luxembourg,2020-02-22,0,0,0,0
5900,Madagascar,2020-02-22,0,0,0,0
5901,Malawi,2020-02-22,0,0,0,0
5902,Malaysia,2020-02-22,22,0,15,7
5903,Maldives,2020-02-22,0,0,0,0
5904,Mali,2020-02-22,0,0,0,0
5905,Malta,2020-02-22,0,0,0,0
5906,Mauritania,2020-02-22,0,0,0,0
5907,Mauritius,2020-02-22,0,0,0,0
5908,Mexico,2020-02-22,0,0,0,0
5909,Moldova,2020-02-22,0,0,0,0
5910,Monaco,2020-02-22,0,0,0,0
5911,Mongolia,2020-02-22,0,0,0,0
5912,Montenegro,2020-02-22,0,0,0,0
5913,Morocco,2020-02-22,0,0,0,0
5914,Mozambique,2020-02-22,0,0,0,0
5915,Namibia,2020-02-22,0,0,0,0
5916,Nepal,2020-02-22,1,0,1,0
5917,Netherlands,2020-02-22,0,0,0,0
5918,New Zealand,2020-02-22,0,0,0,0
5919,Nicaragua,2020-02-22,0,0,0,0
5920,Niger,2020-02-22,0,0,0,0
5921,Nigeria,2020-02-22,0,0,0,0
5922,North Macedonia,2020-02-22,0,0,0,0
5923,Norway,2020-02-22,0,0,0,0
5924,Oman,2020-02-22,0,0,0,0
5925,Pakistan,2020-02-22,0,0,0,0
5926,Panama,2020-02-22,0,0,0,0
5927,Papua New Guinea,2020-02-22,0,0,0,0
5928,Paraguay,2020-02-22,0,0,0,0
5929,Peru,2020-02-22,0,0,0,0
5930,Philippines,2020-02-22,3,1,1,1
5931,Poland,2020-02-22,0,0,0,0
5932,Portugal,2020-02-22,0,0,0,0
5933,Qatar,2020-02-22,0,0,0,0
5934,Romania,2020-02-22,0,0,0,0
5935,Russia,2020-02-22,2,0,2,0
5936,Rwanda,2020-02-22,0,0,0,0
5937,Saint Kitts and Nevis,2020-02-22,0,0,0,0
5938,Saint Lucia,2020-02-22,0,0,0,0
5939,Saint Vincent and the Grenadines,2020-02-22,0,0,0,0
5940,San Marino,2020-02-22,0,0,0,0
5941,Sao Tome and Principe,2020-02-22,0,0,0,0
5942,Saudi Arabia,2020-02-22,0,0,0,0
5943,Senegal,2020-02-22,0,0,0,0
5944,Serbia,2020-02-22,0,0,0,0
5945,Seychelles,2020-02-22,0,0,0,0
5946,Sierra Leone,2020-02-22,0,0,0,0
5947,Singapore,2020-02-22,85,0,37,48
5948,Slovakia,2020-02-22,0,0,0,0
5949,Slovenia,2020-02-22,0,0,0,0
5950,Somalia,2020-02-22,0,0,0,0
5951,South Africa,2020-02-22,0,0,0,0
5952,South Korea,2020-02-22,433,2,16,415
5953,South Sudan,2020-02-22,0,0,0,0
5954,Spain,2020-02-22,2,0,2,0
5955,Sri Lanka,2020-02-22,1,0,1,0
5956,Sudan,2020-02-22,0,0,0,0
5957,Suriname,2020-02-22,0,0,0,0
5958,Sweden,2020-02-22,1,0,0,1
5959,Switzerland,2020-02-22,0,0,0,0
5960,Syria,2020-02-22,0,0,0,0
5961,Taiwan*,2020-02-22,26,1,2,23
5962,Tajikistan,2020-02-22,0,0,0,0
5963,Tanzania,2020-02-22,0,0,0,0
5964,Thailand,2020-02-22,35,0,17,18
5965,Timor-Leste,2020-02-22,0,0,0,0
5966,Togo,2020-02-22,0,0,0,0
5967,Trinidad and Tobago,2020-02-22,0,0,0,0
5968,Tunisia,2020-02-22,0,0,0,0
5969,Turkey,2020-02-22,0,0,0,0
5970,US,2020-02-22,15,0,5,10
5971,Uganda,2020-02-22,0,0,0,0
5972,Ukraine,2020-02-22,0,0,0,0
5973,United Arab Emirates,2020-02-22,13,0,4,9
5974,United Kingdom,2020-02-22,23,0,8,15
5975,Uruguay,2020-02-22,0,0,0,0
5976,Uzbekistan,2020-02-22,0,0,0,0
5977,Venezuela,2020-02-22,0,0,0,0
5978,Vietnam,2020-02-22,16,0,14,2
5979,West Bank and Gaza,2020-02-22,0,0,0,0
5980,Western Sahara,2020-02-22,0,0,0,0
5981,Yemen,2020-02-22,0,0,0,0
5982,Zambia,2020-02-22,0,0,0,0
5983,Zimbabwe,2020-02-22,0,0,0,0
5984,Afghanistan,2020-02-23,0,0,0,0
5985,Albania,2020-02-23,0,0,0,0
5986,Algeria,2020-02-23,0,0,0,0
5987,Andorra,2020-02-23,0,0,0,0
5988,Angola,2020-02-23,0,0,0,0
5989,Antigua and Barbuda,2020-02-23,0,0,0,0
5990,Argentina,2020-02-23,0,0,0,0
5991,Armenia,2020-02-23,0,0,0,0
5992,Australia,2020-02-23,15,0,11,4
5993,Austria,2020-02-23,0,0,0,0
5994,Azerbaijan,2020-02-23,0,0,0,0
5995,Bahamas,2020-02-23,0,0,0,0
5996,Bahrain,2020-02-23,0,0,0,0
5997,Bangladesh,2020-02-23,0,0,0,0
5998,Barbados,2020-02-23,0,0,0,0
5999,Belarus,2020-02-23,0,0,0,0
6000,Belgium,2020-02-23,1,0,1,0
6001,Belize,2020-02-23,0,0,0,0
6002,Benin,2020-02-23,0,0,0,0
6003,Bhutan,2020-02-23,0,0,0,0
6004,Bolivia,2020-02-23,0,0,0,0
6005,Bosnia and Herzegovina,2020-02-23,0,0,0,0
6006,Botswana,2020-02-23,0,0,0,0
6007,Brazil,2020-02-23,0,0,0,0
6008,Brunei,2020-02-23,0,0,0,0
6009,Bulgaria,2020-02-23,0,0,0,0
6010,Burkina Faso,2020-02-23,0,0,0,0
6011,Burma,2020-02-23,0,0,0,0
6012,Burundi,2020-02-23,0,0,0,0
6013,Cabo Verde,2020-02-23,0,0,0,0
6014,Cambodia,2020-02-23,1,0,1,0
6015,Cameroon,2020-02-23,0,0,0,0
6016,Canada,2020-02-23,9,0,0,9
6017,Central African Republic,2020-02-23,0,0,0,0
6018,Chad,2020-02-23,0,0,0,0
6019,Chile,2020-02-23,2,0,0,2
6020,China,2020-02-23,77022,2445,22100,52477
6021,Colombia,2020-02-23,0,0,0,0
6022,Comoros,2020-02-23,0,0,0,0
6023,Congo (Brazzaville),2020-02-23,0,0,0,0
6024,Congo (Kinshasa),2020-02-23,0,0,0,0
6025,Costa Rica,2020-02-23,0,0,0,0
6026,Cote d'Ivoire,2020-02-23,0,0,0,0
6027,Croatia,2020-02-23,0,0,0,0
6028,Cuba,2020-02-23,0,0,0,0
6029,Cyprus,2020-02-23,0,0,0,0
6030,Czechia,2020-02-23,0,0,0,0
6031,Denmark,2020-02-23,0,0,0,0
6032,Djibouti,2020-02-23,0,0,0,0
6033,Dominica,2020-02-23,0,0,0,0
6034,Dominican Republic,2020-02-23,0,0,0,0
6035,Ecuador,2020-02-23,0,0,0,0
6036,Egypt,2020-02-23,1,0,0,1
6037,El Salvador,2020-02-23,0,0,0,0
6038,Equatorial Guinea,2020-02-23,0,0,0,0
6039,Eritrea,2020-02-23,0,0,0,0
6040,Estonia,2020-02-23,0,0,0,0
6041,Eswatini,2020-02-23,0,0,0,0
6042,Ethiopia,2020-02-23,0,0,0,0
6043,Fiji,2020-02-23,0,0,0,0
6044,Finland,2020-02-23,1,0,1,0
6045,France,2020-02-23,12,1,4,7
6046,Gabon,2020-02-23,0,0,0,0
6047,Gambia,2020-02-23,0,0,0,0
6048,Georgia,2020-02-23,0,0,0,0
6049,Germany,2020-02-23,16,0,14,2
6050,Ghana,2020-02-23,0,0,0,0
6051,Greece,2020-02-23,0,0,0,0
6052,Greenland,2020-02-23,0,0,0,0
6053,Grenada,2020-02-23,0,0,0,0
6054,Guatemala,2020-02-23,0,0,0,0
6055,Guinea,2020-02-23,0,0,0,0
6056,Guinea-Bissau,2020-02-23,0,0,0,0
6057,Guyana,2020-02-23,0,0,0,0
6058,Haiti,2020-02-23,0,0,0,0
6059,Holy See,2020-02-23,0,0,0,0
6060,Honduras,2020-02-23,0,0,0,0
6061,Hungary,2020-02-23,0,0,0,0
6062,Iceland,2020-02-23,0,0,0,0
6063,India,2020-02-23,3,0,3,0
6064,Indonesia,2020-02-23,0,0,0,0
6065,Iran,2020-02-23,43,8,0,35
6066,Iraq,2020-02-23,0,0,0,0
6067,Ireland,2020-02-23,0,0,0,0
6068,Israel,2020-02-23,1,0,0,1
6069,Italy,2020-02-23,155,3,2,150
6070,Jamaica,2020-02-23,0,0,0,0
6071,Japan,2020-02-23,149,2,22,125
6072,Jordan,2020-02-23,0,0,0,0
6073,Kazakhstan,2020-02-23,0,0,0,0
6074,Kenya,2020-02-23,0,0,0,0
6075,Kosovo,2020-02-23,0,0,0,0
6076,Kuwait,2020-02-23,0,0,0,0
6077,Kyrgyzstan,2020-02-23,0,0,0,0
6078,Laos,2020-02-23,0,0,0,0
6079,Latvia,2020-02-23,0,0,0,0
6080,Lebanon,2020-02-23,1,0,0,1
6081,Lesotho,2020-02-23,0,0,0,0
6082,Liberia,2020-02-23,0,0,0,0
6083,Libya,2020-02-23,0,0,0,0
6084,Liechtenstein,2020-02-23,0,0,0,0
6085,Lithuania,2020-02-23,0,0,0,0
6086,Luxembourg,2020-02-23,0,0,0,0
6087,Madagascar,2020-02-23,0,0,0,0
6088,Malawi,2020-02-23,0,0,0,0
6089,Malaysia,2020-02-23,22,0,15,7
6090,Maldives,2020-02-23,0,0,0,0
6091,Mali,2020-02-23,0,0,0,0
6092,Malta,2020-02-23,0,0,0,0
6093,Mauritania,2020-02-23,0,0,0,0
6094,Mauritius,2020-02-23,0,0,0,0
6095,Mexico,2020-02-23,0,0,0,0
6096,Moldova,2020-02-23,0,0,0,0
6097,Monaco,2020-02-23,0,0,0,0
6098,Mongolia,2020-02-23,0,0,0,0
6099,Montenegro,2020-02-23,0,0,0,0
6100,Morocco,2020-02-23,0,0,0,0
6101,Mozambique,2020-02-23,0,0,0,0
6102,Namibia,2020-02-23,0,0,0,0
6103,Nepal,2020-02-23,1,0,1,0
6104,Netherlands,2020-02-23,0,0,0,0
6105,New Zealand,2020-02-23,0,0,0,0
6106,Nicaragua,2020-02-23,0,0,0,0
6107,Niger,2020-02-23,0,0,0,0
6108,Nigeria,2020-02-23,0,0,0,0
6109,North Macedonia,2020-02-23,0,0,0,0
6110,Norway,2020-02-23,0,0,0,0
6111,Oman,2020-02-23,0,0,0,0
6112,Pakistan,2020-02-23,0,0,0,0
6113,Panama,2020-02-23,0,0,0,0
6114,Papua New Guinea,2020-02-23,0,0,0,0
6115,Paraguay,2020-02-23,0,0,0,0
6116,Peru,2020-02-23,0,0,0,0
6117,Philippines,2020-02-23,3,1,1,1
6118,Poland,2020-02-23,0,0,0,0
6119,Portugal,2020-02-23,0,0,0,0
6120,Qatar,2020-02-23,0,0,0,0
6121,Romania,2020-02-23,0,0,0,0
6122,Russia,2020-02-23,2,0,2,0
6123,Rwanda,2020-02-23,0,0,0,0
6124,Saint Kitts and Nevis,2020-02-23,0,0,0,0
6125,Saint Lucia,2020-02-23,0,0,0,0
6126,Saint Vincent and the Grenadines,2020-02-23,0,0,0,0
6127,San Marino,2020-02-23,0,0,0,0
6128,Sao Tome and Principe,2020-02-23,0,0,0,0
6129,Saudi Arabia,2020-02-23,0,0,0,0
6130,Senegal,2020-02-23,0,0,0,0
6131,Serbia,2020-02-23,0,0,0,0
6132,Seychelles,2020-02-23,0,0,0,0
6133,Sierra Leone,2020-02-23,0,0,0,0
6134,Singapore,2020-02-23,89,0,51,38
6135,Slovakia,2020-02-23,0,0,0,0
6136,Slovenia,2020-02-23,0,0,0,0
6137,Somalia,2020-02-23,0,0,0,0
6138,South Africa,2020-02-23,0,0,0,0
6139,South Korea,2020-02-23,602,6,18,578
6140,South Sudan,2020-02-23,0,0,0,0
6141,Spain,2020-02-23,2,0,2,0
6142,Sri Lanka,2020-02-23,1,0,1,0
6143,Sudan,2020-02-23,0,0,0,0
6144,Suriname,2020-02-23,0,0,0,0
6145,Sweden,2020-02-23,1,0,0,1
6146,Switzerland,2020-02-23,0,0,0,0
6147,Syria,2020-02-23,0,0,0,0
6148,Taiwan*,2020-02-23,28,1,2,25
6149,Tajikistan,2020-02-23,0,0,0,0
6150,Tanzania,2020-02-23,0,0,0,0
6151,Thailand,2020-02-23,35,0,21,14
6152,Timor-Leste,2020-02-23,0,0,0,0
6153,Togo,2020-02-23,0,0,0,0
6154,Trinidad and Tobago,2020-02-23,0,0,0,0
6155,Tunisia,2020-02-23,0,0,0,0
6156,Turkey,2020-02-23,0,0,0,0
6157,US,2020-02-23,15,0,5,10
6158,Uganda,2020-02-23,0,0,0,0
6159,Ukraine,2020-02-23,0,0,0,0
6160,United Arab Emirates,2020-02-23,13,0,4,9
6161,United Kingdom,2020-02-23,28,0,8,20
6162,Uruguay,2020-02-23,0,0,0,0
6163,Uzbekistan,2020-02-23,0,0,0,0
6164,Venezuela,2020-02-23,0,0,0,0
6165,Vietnam,2020-02-23,16,0,14,2
6166,West Bank and Gaza,2020-02-23,0,0,0,0
6167,Western Sahara,2020-02-23,0,0,0,0
6168,Yemen,2020-02-23,0,0,0,0
6169,Zambia,2020-02-23,0,0,0,0
6170,Zimbabwe,2020-02-23,0,0,0,0
6171,Afghanistan,2020-02-24,1,0,0,1
6172,Albania,2020-02-24,0,0,0,0
6173,Algeria,2020-02-24,0,0,0,0
6174,Andorra,2020-02-24,0,0,0,0
6175,Angola,2020-02-24,0,0,0,0
6176,Antigua and Barbuda,2020-02-24,0,0,0,0
6177,Argentina,2020-02-24,0,0,0,0
6178,Armenia,2020-02-24,0,0,0,0
6179,Australia,2020-02-24,15,0,11,4
6180,Austria,2020-02-24,0,0,0,0
6181,Azerbaijan,2020-02-24,0,0,0,0
6182,Bahamas,2020-02-24,0,0,0,0
6183,Bahrain,2020-02-24,1,0,0,1
6184,Bangladesh,2020-02-24,0,0,0,0
6185,Barbados,2020-02-24,0,0,0,0
6186,Belarus,2020-02-24,0,0,0,0
6187,Belgium,2020-02-24,1,0,1,0
6188,Belize,2020-02-24,0,0,0,0
6189,Benin,2020-02-24,0,0,0,0
6190,Bhutan,2020-02-24,0,0,0,0
6191,Bolivia,2020-02-24,0,0,0,0
6192,Bosnia and Herzegovina,2020-02-24,0,0,0,0
6193,Botswana,2020-02-24,0,0,0,0
6194,Brazil,2020-02-24,0,0,0,0
6195,Brunei,2020-02-24,0,0,0,0
6196,Bulgaria,2020-02-24,0,0,0,0
6197,Burkina Faso,2020-02-24,0,0,0,0
6198,Burma,2020-02-24,0,0,0,0
6199,Burundi,2020-02-24,0,0,0,0
6200,Cabo Verde,2020-02-24,0,0,0,0
6201,Cambodia,2020-02-24,1,0,1,0
6202,Cameroon,2020-02-24,0,0,0,0
6203,Canada,2020-02-24,10,0,0,10
6204,Central African Republic,2020-02-24,0,0,0,0
6205,Chad,2020-02-24,0,0,0,0
6206,Chile,2020-02-24,2,0,0,2
6207,China,2020-02-24,77241,2595,23838,50808
6208,Colombia,2020-02-24,0,0,0,0
6209,Comoros,2020-02-24,0,0,0,0
6210,Congo (Brazzaville),2020-02-24,0,0,0,0
6211,Congo (Kinshasa),2020-02-24,0,0,0,0
6212,Costa Rica,2020-02-24,0,0,0,0
6213,Cote d'Ivoire,2020-02-24,0,0,0,0
6214,Croatia,2020-02-24,0,0,0,0
6215,Cuba,2020-02-24,0,0,0,0
6216,Cyprus,2020-02-24,0,0,0,0
6217,Czechia,2020-02-24,0,0,0,0
6218,Denmark,2020-02-24,0,0,0,0
6219,Djibouti,2020-02-24,0,0,0,0
